,public_date,de_ratio,ptb,debt_assets,inv_turn,at_turn,rect_turn,cash_ratio,pe_inc,gpm,roe,roa,cfm,cash_debt,TICKER,permno,Unnamed: 0,PERMNO,tentativeSICCD,starting_date,end_date,correct_siccd,start_of_month,end_of_month,month_key
7597,2017-12-31,1.8,5.2,0.643,37.684,0.658,7.056,0.736,18.375,0.426,0.302,0.203,0.255,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-12-01,2017-12-31,2017-12
7598,2018-01-31,1.8,5.132,0.643,37.684,0.658,7.056,0.736,18.179,0.426,0.302,0.203,0.255,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-01-01,2018-01-31,2018-01
7599,2018-02-28,1.703,6.421,0.63,35.831,0.654,7.37,0.795,4.577,0.426,0.311,0.214,0.253,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-02-01,2018-02-28,2018-02
7600,2018-03-31,1.703,5.893,0.63,35.831,0.654,7.37,0.795,4.311,0.426,0.311,0.214,0.253,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-03-01,2018-03-31,2018-03
7601,2018-04-30,1.703,5.771,0.63,35.831,0.654,7.37,0.795,4.246,0.426,0.311,0.214,0.253,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-04-01,2018-04-30,2018-04
7602,2018-05-31,1.802,7.208,0.643,28.349,0.662,7.52,0.816,4.505,0.425,0.338,0.209,0.257,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-05-01,2018-05-31,2018-05
7603,2018-06-30,1.802,7.035,0.643,28.349,0.662,7.52,0.816,4.463,0.425,0.338,0.209,0.257,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-06-01,2018-06-30,2018-06
7604,2018-07-31,1.802,7.213,0.643,28.349,0.662,7.52,0.816,4.588,0.425,0.338,0.209,0.257,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-07-01,2018-07-31,2018-07
7605,2018-08-31,1.904,9.532,0.656,25.698,0.681,7.537,0.786,5.145,0.424,0.376,0.21,0.262,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-08-01,2018-08-31,2018-08
7606,2018-09-30,1.904,9.306,0.656,25.698,0.681,7.537,0.786,5.103,0.424,0.376,0.21,0.262,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-09-01,2018-09-30,2018-09
7607,2018-10-31,1.904,9.004,0.656,25.698,0.681,7.537,0.786,4.947,0.424,0.376,0.21,0.262,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-10-01,2018-10-31,2018-10
7608,2018-11-30,2.413,7.878,0.707,35.06,0.716,6.268,0.567,14.994,0.418,0.436,0.216,0.265,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-11-01,2018-11-30,2018-11
7609,2018-12-31,2.413,6.936,0.707,35.06,0.716,6.268,0.567,13.244,0.418,0.436,0.216,0.265,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2018-12-01,2018-12-31,2018-12
7610,2019-01-31,2.413,7.296,0.707,35.06,0.716,6.268,0.567,13.975,0.418,0.436,0.216,0.265,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-01-01,2019-01-31,2019-01
7611,2019-02-28,2.119,6.925,0.679,26.635,0.718,7.759,0.773,3.56,0.426,0.484,0.213,0.272,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-02-01,2019-02-28,2019-02
7612,2019-03-31,2.119,7.597,0.679,26.635,0.718,7.759,0.773,3.905,0.426,0.484,0.213,0.272,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-03-01,2019-03-31,2019-03
7613,2019-04-30,2.119,7.832,0.679,26.635,0.718,7.759,0.773,4.126,0.426,0.484,0.213,0.272,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-04-01,2019-04-30,2019-04
7614,2019-05-31,2.209,7.609,0.688,30.01,0.722,7.452,0.746,3.675,0.426,0.488,0.212,0.267,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-05-01,2019-05-31,2019-05
7615,2019-06-30,2.209,8.472,0.688,30.01,0.722,7.452,0.746,4.154,0.426,0.488,0.212,0.267,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-06-01,2019-06-30,2019-06
7616,2019-07-31,2.209,9.095,0.688,30.01,0.722,7.452,0.746,4.472,0.426,0.488,0.212,0.267,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-07-01,2019-07-31,2019-07
7617,2019-08-31,2.285,9.78,0.696,34.627,0.738,7.469,0.802,4.434,0.426,0.499,0.214,0.262,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-08-01,2019-08-31,2019-08
7618,2019-09-30,2.285,10.317,0.696,34.627,0.738,7.469,0.802,4.757,0.426,0.499,0.214,0.262,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-09-01,2019-09-30,2019-09
7619,2019-10-31,2.285,11.459,0.696,34.627,0.738,7.469,0.802,5.284,0.426,0.499,0.214,0.262,0.299,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-10-01,2019-10-31,2019-10
7620,2019-11-30,2.741,12.281,0.733,37.331,0.739,5.489,0.951,22.477,0.422,0.541,0.214,0.261,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-11-01,2019-11-30,2019-11
7621,2019-12-31,2.741,13.318,0.733,37.331,0.739,5.489,0.951,24.697,0.422,0.541,0.214,0.261,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2019-12-01,2019-12-31,2019-12
7622,2020-01-31,2.741,14.006,0.733,37.331,0.739,5.489,0.951,26.031,0.422,0.541,0.214,0.261,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-01-01,2020-01-31,2020-01
7623,2020-02-29,2.514,13.359,0.715,37.498,0.797,7.731,0.978,5.398,0.424,0.552,0.227,0.26,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-02-01,2020-02-29,2020-02
7624,2020-03-31,2.514,12.281,0.715,37.498,0.797,7.731,0.978,5.022,0.424,0.552,0.227,0.26,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-03-01,2020-03-31,2020-03
7625,2020-04-30,2.514,14.223,0.715,37.498,0.797,7.731,0.978,5.802,0.424,0.552,0.227,0.26,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-04-01,2020-04-30,2020-04
7626,2020-05-31,2.724,17.572,0.731,41.402,0.811,7.501,1.011,6.224,0.425,0.589,0.23,0.257,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-05-01,2020-05-31,2020-05
7627,2020-06-30,2.724,19.927,0.731,41.402,0.811,7.501,1.011,7.142,0.425,0.589,0.23,0.257,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-06-01,2020-06-30,2020-06
7628,2020-07-31,2.724,23.173,0.731,41.402,0.811,7.501,1.011,8.321,0.425,0.589,0.23,0.257,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-07-01,2020-07-31,2020-07
7629,2020-08-31,2.982,30.532,0.749,40.669,0.832,7.377,0.992,9.783,0.424,0.647,0.238,0.255,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-08-01,2020-08-31,2020-08
7630,2020-09-30,2.982,27.2,0.749,40.669,0.832,7.377,0.992,8.78,0.424,0.647,0.238,0.255,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-09-01,2020-09-30,2020-09
7631,2020-10-31,2.982,25.605,0.749,40.669,0.832,7.377,0.992,8.253,0.424,0.647,0.238,0.255,0.28,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-10-01,2020-10-31,2020-10
7632,2020-11-30,3.957,29.705,0.798,39.148,0.829,6.595,0.863,36.296,0.418,0.697,0.229,0.249,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-11-01,2020-11-30,2020-11
7633,2020-12-31,3.957,32.761,0.798,39.148,0.829,6.595,0.863,40.454,0.418,0.697,0.229,0.249,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2020-12-01,2020-12-31,2020-12
7634,2021-01-31,3.957,32.512,0.798,39.148,0.829,6.595,0.863,40.232,0.418,0.697,0.229,0.249,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-01-01,2021-01-31,2021-01
7635,2021-02-28,3.661,30.74,0.785,41.395,0.894,7.408,0.829,32.84,0.425,0.829,0.262,0.254,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-02-01,2021-02-28,2021-02
7636,2021-03-31,3.661,30.778,0.785,41.395,0.894,7.408,0.829,33.081,0.425,0.829,0.262,0.254,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-03-01,2021-03-31,2021-03
7637,2021-04-30,3.661,33.126,0.785,41.395,0.894,7.408,0.829,35.602,0.425,0.829,0.262,0.254,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-04-01,2021-04-30,2021-04
7638,2021-05-31,3.88,30.059,0.795,40.527,0.977,8.076,0.752,27.971,0.432,1.071,0.303,0.268,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-05-01,2021-05-31,2021-05
7639,2021-06-30,3.88,32.78,0.795,40.527,0.977,8.076,0.752,30.743,0.432,1.071,0.303,0.268,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-06-01,2021-06-30,2021-06
7640,2021-07-31,3.88,34.853,0.795,40.527,0.977,8.076,0.752,32.741,0.432,1.071,0.303,0.268,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-07-01,2021-07-31,2021-07
7641,2021-08-31,4.075,39.044,0.803,39.896,1.032,8.519,0.662,29.712,0.442,1.259,0.333,0.282,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-08-01,2021-08-31,2021-08
7642,2021-09-30,4.075,36.16,0.803,39.896,1.032,8.519,0.662,27.691,0.442,1.259,0.333,0.282,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-09-01,2021-09-30,2021-09
7643,2021-10-31,4.075,38.234,0.803,39.896,1.032,8.519,0.662,29.315,0.442,1.259,0.333,0.282,0.312,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-10-01,2021-10-31,2021-10
7644,2021-11-30,4.564,42.986,0.82,38.245,1.084,8.225,0.499,29.465,0.444,1.443,0.351,0.29,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-11-01,2021-11-30,2021-11
7645,2021-12-31,4.564,46.004,0.82,38.245,1.084,8.225,0.499,31.652,0.444,1.443,0.351,0.29,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2021-12-01,2021-12-31,2021-12
7646,2022-01-31,4.564,45.21,0.82,38.245,1.084,8.225,0.499,31.155,0.444,1.443,0.351,0.29,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-01-01,2022-01-31,2022-01
7647,2022-02-28,4.212,37.461,0.808,35.751,1.082,8.238,0.53,27.338,0.46,1.531,0.374,0.296,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-02-01,2022-02-28,2022-02
7648,2022-03-31,4.212,39.343,0.808,35.751,1.082,8.238,0.53,28.909,0.46,1.531,0.374,0.296,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-03-01,2022-03-31,2022-03
7649,2022-04-30,4.212,35.472,0.808,35.751,1.082,8.238,0.53,26.101,0.46,1.531,0.374,0.296,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-04-01,2022-04-30,2022-04
7650,2022-05-31,4.297,35.742,0.811,35.945,1.093,7.875,0.472,24.162,0.462,1.519,0.373,0.293,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-05-01,2022-05-31,2022-05
7651,2022-06-30,4.297,32.65,0.811,35.945,1.093,7.875,0.472,22.195,0.462,1.519,0.373,0.293,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-06-01,2022-06-30,2022-06
7652,2022-07-31,4.297,38.749,0.811,35.945,1.093,7.875,0.472,26.381,0.462,1.519,0.373,0.293,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-07-01,2022-07-31,2022-07
7653,2022-08-31,4.447,43.483,0.816,35.711,1.092,7.584,0.427,25.944,0.462,1.494,0.367,0.286,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-08-01,2022-08-31,2022-08
7654,2022-09-30,4.447,37.919,0.816,35.711,1.092,7.584,0.427,22.805,0.462,1.494,0.367,0.286,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-09-01,2022-09-30,2022-09
7655,2022-10-31,4.447,41.98,0.816,35.711,1.092,7.584,0.427,25.304,0.462,1.494,0.367,0.286,0.361,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-10-01,2022-10-31,2022-10
7656,2022-11-30,5.962,46.473,0.856,37.28,1.121,7.014,0.314,24.227,0.455,1.755,0.364,0.281,0.404,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-11-01,2022-11-30,2022-11
7657,2022-12-31,5.962,40.622,0.856,37.28,1.121,7.014,0.314,21.265,0.455,1.755,0.364,0.281,0.404,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2022-12-01,2022-12-31,2022-12
48561,2010-01-31,1.043,2.336,0.5,17.169,1.188,10.597,0.421,15.16,0.211,0.157,0.173,0.124,0.54,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-01-01,2010-01-31,2010-01
48563,2010-02-28,1.067,2.295,0.505,19.023,1.195,10.528,0.209,16.332,0.199,0.145,0.165,0.115,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-02-01,2010-02-28,2010-02
48565,2010-03-31,1.067,2.365,0.505,19.023,1.195,10.528,0.209,16.829,0.199,0.145,0.165,0.115,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-03-01,2010-03-31,2010-03
48567,2010-04-30,1.067,2.381,0.505,19.023,1.195,10.528,0.209,17.028,0.199,0.145,0.165,0.115,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-04-01,2010-04-30,2010-04
48569,2010-05-31,1.084,2.078,0.509,19.247,1.288,10.844,0.247,13.772,0.196,0.162,0.182,0.113,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-05-01,2010-05-31,2010-05
48571,2010-06-30,1.084,2.136,0.509,19.247,1.288,10.844,0.247,13.0,0.196,0.162,0.182,0.113,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-06-01,2010-06-30,2010-06
48573,2010-07-31,1.084,2.231,0.509,19.247,1.288,10.844,0.247,13.595,0.196,0.162,0.182,0.113,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-07-01,2010-07-31,2010-07
48575,2010-08-31,1.075,1.725,0.508,19.815,1.27,11.214,0.229,11.411,0.2,0.186,0.199,0.12,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-08-01,2010-08-31,2010-08
48577,2010-09-30,1.075,1.803,0.508,19.815,1.27,11.214,0.229,11.929,0.2,0.186,0.199,0.12,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-09-01,2010-09-30,2010-09
48579,2010-10-31,1.075,1.922,0.508,19.815,1.27,11.214,0.229,12.836,0.2,0.186,0.199,0.12,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-10-01,2010-10-31,2010-10
48581,2010-11-30,1.059,1.945,0.504,19.798,1.23,11.305,0.219,12.333,0.204,0.19,0.201,0.127,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-11-01,2010-11-30,2010-11
48583,2010-12-31,1.059,2.045,0.504,19.798,1.23,11.305,0.219,12.965,0.204,0.19,0.201,0.127,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2010-12-01,2010-12-31,2010-12
48585,2011-01-31,1.059,2.256,0.504,19.798,1.23,11.305,0.219,14.305,0.204,0.19,0.201,0.127,0.241,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-01-01,2011-01-31,2011-01
48587,2011-02-28,1.02,2.33,0.495,22.004,1.275,11.399,0.135,13.751,0.21,0.193,0.205,0.135,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-02-01,2011-02-28,2011-02
48589,2011-03-31,1.02,2.292,0.495,22.004,1.275,11.399,0.135,13.526,0.21,0.193,0.205,0.135,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-03-01,2011-03-31,2011-03
48591,2011-04-30,1.02,2.381,0.495,22.004,1.275,11.399,0.135,14.145,0.21,0.193,0.205,0.135,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-04-01,2011-04-30,2011-04
48593,2011-05-31,1.04,2.192,0.5,20.039,1.196,11.434,0.185,11.873,0.213,0.207,0.213,0.141,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-05-01,2011-05-31,2011-05
48595,2011-06-30,1.04,2.137,0.5,20.039,1.196,11.434,0.185,11.576,0.213,0.207,0.213,0.141,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-06-01,2011-06-30,2011-06
48597,2011-07-31,1.04,2.068,0.5,20.039,1.196,11.434,0.185,11.35,0.213,0.207,0.213,0.141,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-07-01,2011-07-31,2011-07
48599,2011-08-31,1.045,1.867,0.501,19.818,1.258,11.811,0.162,9.727,0.21,0.209,0.217,0.139,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-08-01,2011-08-31,2011-08
48601,2011-09-30,1.045,1.832,0.501,19.818,1.258,11.811,0.162,9.544,0.21,0.209,0.217,0.139,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-09-01,2011-09-30,2011-09
48603,2011-10-31,1.045,1.97,0.501,19.818,1.258,11.811,0.162,10.261,0.21,0.209,0.217,0.139,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-10-01,2011-10-31,2011-10
48605,2011-11-30,1.045,2.0,0.501,20.465,1.32,12.238,0.151,9.692,0.207,0.22,0.224,0.138,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-11-01,2011-11-30,2011-11
48607,2011-12-31,1.045,2.107,0.501,20.465,1.32,12.238,0.151,10.212,0.207,0.22,0.224,0.138,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2011-12-01,2011-12-31,2011-12
48609,2012-01-31,1.045,2.082,0.501,20.465,1.32,12.238,0.151,10.089,0.207,0.22,0.224,0.138,0.323,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-01-01,2012-01-31,2012-01
48611,2012-02-29,1.103,2.134,0.514,24.77,1.369,12.225,0.169,10.273,0.2,0.22,0.22,0.133,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-02-01,2012-02-29,2012-02
48613,2012-03-31,1.103,2.14,0.514,24.77,1.369,12.225,0.169,10.3,0.2,0.22,0.22,0.133,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-03-01,2012-03-31,2012-03
48615,2012-04-30,1.103,2.126,0.514,24.77,1.369,12.225,0.169,10.254,0.2,0.22,0.22,0.133,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-04-01,2012-04-30,2012-04
48617,2012-05-31,1.086,1.902,0.51,21.805,1.336,12.287,0.175,9.496,0.193,0.209,0.21,0.128,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-05-01,2012-05-31,2012-05
48619,2012-06-30,1.086,2.07,0.51,21.805,1.336,12.287,0.175,10.335,0.193,0.209,0.21,0.128,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-06-01,2012-06-30,2012-06
48621,2012-07-31,1.086,2.101,0.51,21.805,1.336,12.287,0.175,10.489,0.193,0.209,0.21,0.128,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-07-01,2012-07-31,2012-07
48623,2012-08-31,1.07,2.018,0.507,22.837,1.307,12.181,0.203,9.18,0.189,0.234,0.197,0.146,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-08-01,2012-08-31,2012-08
48625,2012-09-30,1.07,2.114,0.507,22.837,1.307,12.181,0.203,9.616,0.189,0.234,0.197,0.146,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-09-01,2012-09-30,2012-09
48627,2012-10-31,1.07,2.108,0.507,22.837,1.307,12.181,0.203,9.587,0.189,0.234,0.197,0.146,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-10-01,2012-10-31,2012-10
48629,2012-11-30,1.054,1.966,0.504,22.369,1.268,11.738,0.213,9.307,0.191,0.228,0.195,0.148,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-11-01,2012-11-30,2012-11
48631,2012-12-31,1.054,1.931,0.504,22.369,1.268,11.738,0.213,9.139,0.191,0.228,0.195,0.148,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2012-12-01,2012-12-31,2012-12
48633,2013-01-31,1.054,2.007,0.504,22.369,1.268,11.738,0.213,9.501,0.191,0.228,0.195,0.148,0.325,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-01-01,2013-01-31,2013-01
48635,2013-02-28,0.978,1.972,0.486,22.947,1.266,11.428,0.155,9.232,0.194,0.228,0.198,0.151,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-02-01,2013-02-28,2013-02
48637,2013-03-31,0.978,1.985,0.486,22.947,1.266,11.428,0.155,9.29,0.194,0.228,0.198,0.151,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-03-01,2013-03-31,2013-03
48639,2013-04-30,0.978,1.945,0.486,22.947,1.266,11.428,0.155,9.174,0.194,0.228,0.198,0.151,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-04-01,2013-04-30,2013-04
48641,2013-05-31,0.986,1.955,0.488,20.783,1.208,11.58,0.174,9.213,0.197,0.224,0.192,0.158,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-05-01,2013-05-31,2013-05
48643,2013-06-30,0.986,1.953,0.488,20.783,1.208,11.58,0.174,9.201,0.197,0.224,0.192,0.158,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-06-01,2013-06-30,2013-06
48645,2013-07-31,0.986,2.026,0.488,20.783,1.208,11.58,0.174,9.547,0.197,0.224,0.192,0.158,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-07-01,2013-07-31,2013-07
48647,2013-08-31,0.994,1.875,0.49,19.716,1.172,11.204,0.126,10.95,0.196,0.176,0.187,0.136,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-08-01,2013-08-31,2013-08
48649,2013-09-30,0.994,1.851,0.49,19.716,1.172,11.204,0.126,10.809,0.196,0.176,0.187,0.136,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-09-01,2013-09-30,2013-09
48651,2013-10-31,0.994,1.928,0.49,19.716,1.172,11.204,0.126,11.259,0.196,0.176,0.187,0.136,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-10-01,2013-10-31,2013-10
48653,2013-11-30,1.005,1.956,0.492,19.67,1.155,11.413,0.098,12.204,0.189,0.167,0.177,0.132,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-11-01,2013-11-30,2013-11
48655,2013-12-31,1.005,2.118,0.492,19.67,1.155,11.413,0.098,13.211,0.189,0.167,0.177,0.132,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2013-12-01,2013-12-31,2013-12
48657,2014-01-31,1.005,1.914,0.492,19.67,1.155,11.413,0.098,12.031,0.189,0.167,0.177,0.132,0.346,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-01-01,2014-01-31,2014-01
48659,2014-02-28,0.956,1.939,0.48,20.726,1.147,11.454,0.068,13.062,0.185,0.156,0.169,0.13,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-02-01,2014-02-28,2014-02
48661,2014-03-31,0.956,1.968,0.48,20.726,1.147,11.454,0.068,13.254,0.185,0.156,0.169,0.13,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-03-01,2014-03-31,2014-03
48663,2014-04-30,0.956,2.058,0.48,20.726,1.147,11.454,0.068,13.896,0.185,0.156,0.169,0.13,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-04-01,2014-04-30,2014-04
48665,2014-05-31,0.99,1.988,0.489,18.425,1.118,11.572,0.075,13.678,0.184,0.154,0.165,0.13,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-05-01,2014-05-31,2014-05
48667,2014-06-30,0.99,1.991,0.489,18.425,1.118,11.572,0.075,13.698,0.184,0.154,0.165,0.13,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-06-01,2014-06-30,2014-06
48669,2014-07-31,0.99,1.956,0.489,18.425,1.118,11.572,0.075,13.461,0.184,0.154,0.165,0.13,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-07-01,2014-07-31,2014-07
48671,2014-08-31,0.969,1.909,0.483,18.34,1.111,11.744,0.08,12.67,0.181,0.161,0.162,0.134,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-08-01,2014-08-31,2014-08
48673,2014-09-30,0.969,1.805,0.483,18.34,1.111,11.744,0.08,11.981,0.181,0.161,0.162,0.134,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-09-01,2014-09-30,2014-09
48675,2014-10-31,0.969,1.857,0.483,18.34,1.111,11.744,0.08,12.32,0.181,0.161,0.162,0.134,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-10-01,2014-10-31,2014-10
48677,2014-11-30,0.944,1.729,0.476,17.878,1.094,11.8,0.079,11.389,0.182,0.159,0.158,0.137,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-11-01,2014-11-30,2014-11
48679,2014-12-31,0.944,1.766,0.476,17.878,1.094,11.8,0.079,11.629,0.182,0.159,0.158,0.137,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2014-12-01,2014-12-31,2014-12
48681,2015-01-31,0.944,1.67,0.476,17.878,1.094,11.8,0.079,10.996,0.182,0.159,0.158,0.137,0.27,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-01-01,2015-01-31,2015-01
48683,2015-02-28,0.966,1.739,0.482,18.232,1.048,11.928,0.072,11.65,0.18,0.152,0.148,0.14,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-02-01,2015-02-28,2015-02
48685,2015-03-31,0.966,1.669,0.482,18.232,1.048,11.928,0.072,11.184,0.18,0.152,0.148,0.14,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-03-01,2015-03-31,2015-03
